Sensitivity,False Positive Rate,Threshold
0,0000,0,0000,1,0000
0,2105,0,0278,0,9500
0,6842,0,0833,0,9000
0,6842,0,1111,0,8500
0,9474,0,1944,0,8000
0,9474,0,2500,0,7500
0,9474,0,2500,0,7000
0,9474,0,2500,0,6500
0,9474,0,2500,0,6000
0,9474,0,2500,0,5500
0,9474,0,7500,0,5000
0,9474,0,7778,0,4500
1,0000,0,7778,0,4000
1,0000,0,7778,0,3500
1,0000,0,7778,0,3000
1,0000,0,8611,0,2500
1,0000,0,9722,0,2000
1,0000,1,0000,0,1500
1,0000,1,0000,0,1000
1,0000,1,0000,0,0500
Best %,Threshold
85,4545,0,8000
TP,FP,FN,TN
18,7,1,29
