Sensitivity,False Positive Rate,Threshold
0,0000,0,0000,1,0000
0,2982,0,0123,0,9500
0,2982,0,0123,0,9000
0,2982,0,0123,0,8500
0,2982,0,0123,0,8000
0,2982,0,0123,0,7500
0,2982,0,0123,0,7000
0,2982,0,0123,0,6500
0,2982,0,0123,0,6000
0,2982,0,0123,0,5500
0,7018,0,1975,0,5000
0,7018,0,1975,0,4500
0,7018,0,1975,0,4000
0,7018,0,1975,0,3500
0,7018,0,1975,0,3000
0,7018,0,1975,0,2500
0,7018,0,1975,0,2000
0,7018,0,1975,0,1500
0,7018,0,1975,0,1000
0,7018,0,1975,0,0500
Best %,Threshold
76,0870,0,5000
TP,FP,FN,TN
40,16,17,65
