Sensitivity,False Positive Rate,Threshold
0.0000,0.0000,1.0000
0.0000,0.0000,0.9500
0.0000,0.0000,0.9000
0.0000,0.0000,0.8500
0.0000,0.0000,0.8000
0.0000,0.0000,0.7500
0.0000,0.0000,0.7000
0.0000,0.0000,0.6500
0.0000,0.0000,0.6000
0.0201,0.0000,0.5500
0.2148,0.0137,0.5000
0.9195,0.4475,0.4500
0.9933,0.7671,0.4000
0.9933,0.8950,0.3500
1.0000,0.9406,0.3000
1.0000,0.9680,0.2500
1.0000,0.9772,0.2000
1.0000,0.9772,0.1500
1.0000,0.9817,0.1000
1.0000,0.9863,0.0500
Best %,Threshold
70.1087,0.4500
TP,FP,FN,TN
137,98,12,121
